Result,Reason,Name,SID,TCID,SUCCESS,IMPACT,ParameterSet,ego_vx(t0),obst_vx(t0),rel_vx(t0),ego_ax(t0),obst_ax(t0),rel_ax(t0),dx(t0),time_of_acceleration_change,t(WP1),dt(WP1),ego_vx(WP1),obst_vx(WP1),rel_vx(WP1),ego_ax(WP1),obst_ax(WP1),rel_ax(WP1),dx(WP1),t(WP2),ttc(WP2),ego_vx(WP2),obst_vx(WP2),rel_vx(WP2),ego_ax(WP2),obst_ax(WP2),rel_ax(WP2),dx(WP2),t(EBP),ttc(EBP),ego_vx(EBP),obst_vx(EBP),rel_vx(EBP),ego_ax(EBP),obst_ax(EBP),rel_ax(EBP),dx(EBP),t(avoid),ego_vx(avoid),obst_vx(avoid),rel_vx(avoid),ego_ax(avoid),obst_ax(avoid),rel_ax(avoid),dx(avoid),t(EBP)-t(WP1),t(EBP)-t(WP2),v(WP1)-v(EBP),v(WP1)-v(avoid),Version_Major,Version_Minor,time_of_execution,coll_in_casc,t_warn_st_diff,t_warn_st_from_acc,obst_stopped_in_casc,t_part_st_diff,t_warn_dura
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_26NP,0,14,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,6.326,2.080,50.006,28.800,-21.206,0.000,-2.600,-2.600,24.930,7.167,2.400,50.006,21.122,-28.884,0.000,-2.600,-2.600,18.992,7.968,1.500,42.863,13.753,-29.109,-3.499,-2.600,0.900,12.227,10.050,0.000,0.000,0.000,-6.498,-2.599,3.899,2.477,1.642,0.801,7.144,50.006,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.15999999999999925,2.322,STOPPED,0.0,0.8410000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_12NP,0,15,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,8.769,0.960,50.006,29.925,-20.081,0.000,-1.200,-1.200,18.234,9.810,1.750,50.006,25.538,-24.469,0.000,-1.200,-1.200,11.688,10.610,1.100,42.891,22.134,-20.756,-3.499,-1.200,2.299,6.344,11.892,16.130,16.650,0.520,-6.495,-1.200,5.295,2.477,1.842,0.801,7.116,33.877,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.03999999999999915,4.765000000000001,NOT_STOPPED,0.0,1.0410000000000004
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_1NP,0,16,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,10.010,0.000,50.006,28.913,-21.094,0.000,-1.000,-1.000,13.836,10.811,1.350,50.006,26.100,-23.906,0.000,-1.000,-1.000,8.758,11.611,0.650,42.834,23.259,-19.575,-3.499,-1.000,2.500,3.594,12.652,18.872,19.575,0.703,-2.871,-1.000,1.871,0.773,1.602,0.801,7.172,31.134,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.0,6.006,NOT_STOPPED,0.0,0.8010000000000002
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_16NP,0,17,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,7.728,1.280,50.006,29.081,-20.925,0.000,-1.600,-1.600,20.797,8.729,1.950,50.006,23.456,-26.550,0.000,-1.600,-1.600,14.094,9.529,1.200,42.891,18.928,-23.963,-3.499,-1.600,1.899,8.148,11.171,9.070,9.464,0.394,-2.867,-1.600,1.268,2.477,1.802,0.801,7.116,40.936,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.0,3.724,NOT_STOPPED,0.0,1.0009999999999994
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_18NP,0,18,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,7.367,1.440,50.006,28.744,-21.262,0.000,-1.800,-1.799,21.727,8.328,2.050,50.006,22.669,-27.338,0.000,-1.800,-1.799,15.148,9.129,1.250,42.891,17.578,-25.313,-3.499,-1.800,1.700,8.969,10.891,5.808,6.216,0.408,-6.496,-1.799,4.697,2.492,1.762,0.801,7.116,44.198,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.040000000000000036,3.3630000000000004,NOT_STOPPED,0.0,0.9609999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_28NP,0,19,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,6.126,2.240,50.006,29.137,-20.869,0.000,-2.800,-2.799,25.641,6.967,2.500,50.006,20.869,-29.137,0.000,-2.800,-2.799,19.711,7.768,1.550,42.877,12.938,-29.939,-3.499,-2.800,0.700,12.813,9.850,0.000,0.000,0.000,-6.498,-2.799,3.699,2.469,1.642,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.16000000000000014,2.1220000000000008,STOPPED,0.0,0.8409999999999993
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_24NP,0,20,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,6.526,1.920,50.006,28.744,-21.262,0.000,-2.400,-2.399,24.289,7.407,2.300,50.006,21.319,-28.688,0.000,-2.400,-2.399,18.094,8.208,1.450,42.877,14.513,-28.364,-3.499,-2.400,1.100,11.406,10.250,0.000,0.000,0.000,-6.498,-2.399,4.099,2.492,1.682,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.16000000000000014,2.5220000000000002,STOPPED,0.0,0.8810000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_22NP,0,21,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,6.767,1.760,50.006,28.659,-21.347,0.000,-2.200,-2.200,23.531,7.647,2.250,50.006,21.853,-28.153,0.000,-2.200,-2.200,17.391,8.448,1.450,42.891,15.623,-27.267,-3.499,-2.200,1.300,10.891,10.530,0.000,0.000,0.000,-6.499,-2.199,4.299,2.563,1.682,0.801,7.116,50.006,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.12100000000000044,2.763000000000001,STOPPED,0.0,0.8799999999999999
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_2NP,0,22,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,7.047,1.600,50.006,28.631,-21.375,0.000,-2.000,-2.000,22.617,7.968,2.150,50.006,22.163,-27.844,0.000,-2.000,-2.000,16.219,8.769,1.350,42.891,16.495,-26.395,-3.499,-2.000,1.500,9.859,10.690,2.573,2.756,0.183,-6.492,-1.999,4.493,2.477,1.722,0.801,7.116,47.433,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.08000000000000007,3.043,NOT_STOPPED,0.0,0.9210000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_08NP,0,23,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,10.931,0.000,50.006,30.544,-19.463,0.000,-0.800,-0.799,12.586,11.731,1.350,50.006,28.294,-21.713,0.000,-0.800,-0.799,7.930,12.532,0.700,42.834,26.016,-16.819,-3.499,-0.800,2.700,3.313,13.413,22.641,23.512,0.872,-2.871,-0.799,2.071,1.281,1.602,0.801,7.172,27.366,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.0,6.927,NOT_STOPPED,0.0,0.8000000000000007
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_14NP,0,24,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,8.208,1.120,50.006,29.334,-20.672,0.000,-1.400,-1.399,19.508,9.209,1.850,50.006,24.413,-25.594,0.000,-1.400,-1.399,12.977,10.010,1.150,42.891,20.433,-22.458,-3.499,-1.400,2.100,7.313,11.491,12.628,13.008,0.380,-6.426,-1.399,5.026,2.500,1.802,0.801,7.116,37.378,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.0,4.204000000000001,NOT_STOPPED,0.0,1.0009999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_3NP,0,25,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,5.966,2.400,50.006,29.334,-20.672,0.000,-3.000,-3.000,26.180,6.807,2.500,50.006,20.475,-29.531,0.000,-3.000,-3.000,20.242,7.607,1.550,42.877,11.967,-30.909,-3.499,-3.000,0.500,13.188,9.689,0.000,0.000,0.000,-6.500,-2.999,3.501,2.484,1.642,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,-0.16000000000000014,1.9620000000000006,STOPPED,0.0,0.8410000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d32aOffnra_06NP,0,26,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,32.000,4.004,12.252,0.000,50.006,32.625,-17.381,0.000,-0.600,-0.600,11.273,13.053,1.350,50.006,30.938,-19.069,0.000,-0.600,-0.600,7.141,13.854,0.800,42.834,29.236,-13.598,-3.499,-0.600,2.899,3.180,14.534,27.042,27.788,0.745,-6.500,-0.600,5.900,1.891,1.602,0.801,7.172,22.964,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.0,8.248000000000001,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_26NP,0,40,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,6.967,2.080,50.006,22.950,-27.056,0.000,-2.600,-2.600,32.563,8.048,2.250,50.006,13.078,-36.928,0.000,-2.600,-2.600,22.844,8.849,1.400,42.877,5.723,-37.153,-3.499,-2.600,0.900,14.281,10.851,0.000,0.000,0.000,-6.499,-2.599,3.900,2.484,1.882,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:52 2015,BOTH_PASSED,0.08000000000000007,2.963,STOPPED,0.0,1.0810000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_12NP,0,41,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,9.930,0.960,50.006,25.031,-24.975,0.000,-1.200,-1.200,22.852,10.971,1.850,50.006,20.644,-29.363,0.000,-1.200,-1.200,14.891,11.771,1.200,42.891,17.241,-25.650,-3.499,-1.200,2.299,8.453,13.373,9.970,10.406,0.436,-6.494,-1.200,5.294,2.477,1.842,0.801,7.116,40.036,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.040000000000000924,5.926,NOT_STOPPED,0.0,1.0410000000000004
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_1NP,0,42,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,11.331,0.000,50.006,24.272,-25.734,0.000,-1.000,-1.000,17.117,12.132,1.400,50.006,21.459,-28.547,0.000,-1.000,-1.000,11.008,12.933,0.700,42.834,18.619,-24.216,-3.499,-1.000,2.500,4.805,14.214,13.219,14.091,0.872,-2.871,-1.000,1.871,0.563,1.602,0.801,7.172,36.788,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.0,7.327,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_16NP,0,43,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,8.688,1.280,50.006,23.681,-26.325,0.000,-1.600,-1.600,26.391,9.729,2.000,50.006,17.831,-32.175,0.000,-1.600,-1.600,17.828,10.530,1.300,42.877,13.289,-29.588,-3.499,-1.600,1.899,10.633,12.452,1.941,2.348,0.408,-6.494,-1.600,4.895,2.500,1.842,0.801,7.130,48.066,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.04099999999999859,4.684000000000001,NOT_STOPPED,0.0,1.0409999999999986
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_18NP,0,44,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,8.208,1.440,50.006,23.428,-26.578,0.000,-1.800,-1.799,28.063,9.249,2.150,50.006,16.847,-33.159,0.000,-1.800,-1.799,19.320,10.050,1.350,42.877,11.742,-31.134,-3.499,-1.800,1.700,11.836,12.092,0.000,0.000,0.000,-6.497,-1.799,4.697,2.500,1.842,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.03999999999999915,4.204000000000001,STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_28NP,0,45,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,6.727,2.240,50.006,23.231,-26.775,0.000,-2.800,-2.799,33.602,7.848,2.250,50.006,12.206,-37.800,0.000,-2.800,-2.799,23.438,8.648,1.350,42.877,4.275,-38.602,-3.499,-2.800,0.700,14.625,10.690,0.000,0.000,0.000,-6.499,-2.799,3.700,2.477,1.922,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.1200000000000001,2.7230000000000008,STOPPED,0.0,1.1209999999999996
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_24NP,0,46,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,7.207,1.920,50.006,23.006,-27.000,0.000,-2.400,-2.399,31.664,8.248,2.300,50.006,14.231,-35.775,0.000,-2.400,-2.399,22.484,9.049,1.450,42.891,7.439,-35.452,-3.499,-2.400,1.100,14.234,11.131,0.000,0.000,0.000,-6.498,-2.399,4.099,2.469,1.842,0.801,7.116,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.040000000000000036,3.2030000000000003,STOPPED,0.0,1.0409999999999995
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_22NP,0,47,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,7.487,1.760,50.006,23.091,-26.916,0.000,-2.200,-2.200,30.625,8.528,2.250,50.006,15.047,-34.959,0.000,-2.200,-2.200,21.578,9.329,1.450,42.877,8.803,-34.073,-3.499,-2.200,1.300,13.563,11.371,0.000,0.000,0.000,-6.499,-2.199,4.300,2.484,1.842,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.040000000000000036,3.4830000000000005,STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_2NP,0,48,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,7.808,1.600,50.006,23.288,-26.719,0.000,-2.000,-2.000,29.453,8.849,2.200,50.006,15.975,-34.031,0.000,-2.000,-2.000,20.555,9.649,1.400,42.877,10.294,-32.583,-3.499,-2.000,1.500,12.820,11.691,0.000,0.000,0.000,-6.499,-1.999,4.500,2.477,1.842,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.040000000000000036,3.8040000000000003,STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_08NP,0,49,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,12.412,0.000,50.006,26.381,-23.625,0.000,-0.800,-0.799,15.578,13.213,1.400,50.006,24.131,-25.875,0.000,-0.800,-0.799,9.992,14.014,0.750,42.834,21.853,-20.981,-3.499,-0.800,2.700,4.453,15.095,17.930,18.788,0.858,-2.871,-0.799,2.071,1.336,1.602,0.801,7.172,32.077,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.0,8.408000000000001,NOT_STOPPED,0.0,0.8009999999999984
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_14NP,0,50,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,9.249,1.120,50.006,24.216,-25.791,0.000,-1.400,-1.399,24.688,10.290,1.950,50.006,19.097,-30.909,0.000,-1.400,-1.399,16.391,11.091,1.250,42.891,15.131,-27.759,-3.499,-1.400,2.100,9.539,12.853,5.906,6.272,0.366,-6.492,-1.399,5.092,2.469,1.842,0.801,7.116,44.100,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.03999999999999915,5.245000000000001,NOT_STOPPED,0.0,1.0409999999999986
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_3NP,0,51,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,6.526,2.400,50.006,23.428,-26.578,0.000,-3.000,-3.000,34.453,7.688,2.250,50.006,11.194,-38.813,0.000,-3.000,-3.000,23.805,8.488,1.350,42.877,2.686,-40.191,-3.499,-3.000,0.500,14.695,10.490,0.000,0.000,0.000,-6.499,-2.999,3.500,2.484,1.962,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.16100000000000048,2.5220000000000002,STOPPED,0.0,1.162
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d44aOffnra_06NP,0,52,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,44.000,4.004,13.974,0.000,50.006,28.997,-21.009,0.000,-0.600,-0.600,13.922,14.814,1.400,50.006,27.225,-22.781,0.000,-0.600,-0.600,8.719,15.615,0.800,42.834,25.523,-17.311,-3.499,-0.600,2.899,3.938,16.456,23.273,23.738,0.464,-6.500,-0.600,5.900,1.859,1.642,0.801,7.172,26.733,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.0,9.97,NOT_STOPPED,0.0,0.8399999999999999
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_26NP,0,66,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,6.206,2.080,50.006,29.897,-20.109,0.000,-2.600,-2.600,23.594,7.007,2.450,50.006,22.584,-27.422,0.000,-2.600,-2.600,18.227,7.808,1.550,42.863,15.216,-27.647,-3.499,-2.600,0.900,11.781,9.930,0.000,0.000,0.000,-6.499,-2.599,3.899,2.484,1.602,0.801,7.144,50.006,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,-0.20000000000000018,2.202000000000001,STOPPED,0.0,0.8009999999999993
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_12NP,0,67,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,8.568,0.960,50.006,30.769,-19.238,0.000,-1.200,-1.200,17.313,9.569,1.750,50.006,26.550,-23.456,0.000,-1.200,-1.200,11.281,10.370,1.100,42.905,23.147,-19.758,-3.499,-1.200,2.299,6.156,11.651,17.241,17.634,0.394,-6.346,-1.200,5.146,2.500,1.802,0.801,7.102,32.766,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.0,4.564,NOT_STOPPED,0.0,1.0010000000000012
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_1NP,0,68,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,9.770,0.000,50.006,29.756,-20.250,0.000,-1.000,-1.000,13.203,10.570,1.300,50.006,26.944,-23.063,0.000,-1.000,-1.000,8.313,11.371,0.650,42.834,24.103,-18.731,-3.499,-1.000,2.500,3.336,12.372,19.814,20.559,0.745,-2.871,-1.000,1.871,0.758,1.602,0.801,7.172,30.192,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.0,5.766,NOT_STOPPED,0.0,0.8000000000000007
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_16NP,0,69,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,7.567,1.280,50.006,29.981,-20.025,0.000,-1.600,-1.600,19.695,8.568,1.900,50.006,24.356,-25.650,0.000,-1.600,-1.600,13.242,9.369,1.150,42.877,19.814,-23.063,-3.499,-1.600,1.899,7.500,10.851,11.194,11.292,0.098,-6.496,-1.600,4.896,2.469,1.802,0.801,7.130,38.813,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,0.0,3.5630000000000006,NOT_STOPPED,0.0,1.0009999999999994
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_18NP,0,70,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,7.207,1.440,50.006,29.756,-20.250,0.000,-1.800,-1.799,20.641,8.168,2.000,50.006,23.681,-26.325,0.000,-1.800,-1.799,14.328,8.969,1.250,42.877,18.577,-24.300,-3.499,-1.800,1.700,8.367,10.650,7.031,7.650,0.619,-6.498,-1.799,4.698,2.477,1.762,0.801,7.130,42.975,5,0,Thu Feb 26 16:12:53 2015,BOTH_PASSED,-0.040000000000000036,3.2030000000000003,NOT_STOPPED,0.0,0.9609999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_28NP,0,71,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,6.006,2.240,50.006,30.319,-19.688,0.000,-2.800,-2.799,24.297,6.847,2.450,50.006,22.050,-27.956,0.000,-2.800,-2.799,18.648,7.647,1.500,42.863,14.119,-28.744,-3.499,-2.800,0.700,12.023,9.689,0.000,0.000,0.000,-6.498,-2.799,3.699,2.469,1.642,0.801,7.144,50.006,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,-0.20000000000000018,2.0020000000000007,STOPPED,0.0,0.8410000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_24NP,0,72,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,6.406,1.920,50.006,29.756,-20.250,0.000,-2.400,-2.399,22.969,7.247,2.350,50.006,22.669,-27.338,0.000,-2.400,-2.399,17.328,8.048,1.450,42.877,15.863,-27.014,-3.499,-2.400,1.100,10.953,10.090,0.000,0.000,0.000,-6.497,-2.399,4.098,2.523,1.642,0.801,7.130,50.006,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,-0.15999999999999925,2.402,STOPPED,0.0,0.8410000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_22NP,0,73,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,6.606,1.760,50.006,29.897,-20.109,0.000,-2.200,-2.200,22.438,7.527,2.200,50.006,22.781,-27.225,0.000,-2.200,-2.200,16.289,8.328,1.350,42.877,16.538,-26.339,-3.499,-2.200,1.300,10.000,10.290,1.069,1.153,0.084,-6.497,-2.199,4.298,2.477,1.722,0.801,7.130,48.938,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,-0.08000000000000007,2.6020000000000003,NOT_STOPPED,0.0,0.9210000000000003
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_2NP,0,74,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,6.887,1.600,50.006,29.756,-20.250,0.000,-2.000,-2.000,21.531,7.808,2.100,50.006,23.288,-26.719,0.000,-2.000,-2.000,15.422,8.608,1.350,42.891,17.620,-25.270,-3.499,-2.000,1.500,9.313,10.450,4.247,4.289,0.042,-6.479,-1.999,4.480,2.477,1.722,0.801,7.116,45.759,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,-0.07999999999999918,2.883,NOT_STOPPED,0.0,0.9210000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_08NP,0,75,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,10.650,0.000,50.006,31.331,-18.675,0.000,-0.800,-0.799,12.063,11.451,1.350,50.006,29.081,-20.925,0.000,-0.800,-0.799,7.586,12.252,0.700,42.834,26.803,-16.031,-3.499,-0.800,2.700,3.148,13.093,23.583,24.413,0.830,-2.871,-0.799,2.071,1.305,1.602,0.801,7.172,26.423,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,0.0,6.646000000000001,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_14NP,0,76,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,8.008,1.120,50.006,30.319,-19.688,0.000,-1.400,-1.399,18.625,9.009,1.850,50.006,25.397,-24.609,0.000,-1.400,-1.399,12.367,9.810,1.150,42.891,21.417,-21.473,-3.499,-1.400,2.100,6.914,11.211,14.316,14.414,0.098,-6.486,-1.399,5.086,2.477,1.802,0.801,7.116,35.691,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,0.0,4.004,NOT_STOPPED,0.0,1.0010000000000012
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_3NP,0,77,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,5.886,2.400,50.006,30.178,-19.828,0.000,-3.000,-3.000,24.609,6.687,2.500,50.006,21.741,-28.266,0.000,-3.000,-3.000,19.188,7.487,1.500,42.863,13.233,-29.630,-3.499,-3.000,0.500,12.422,9.489,0.000,0.000,0.000,-6.499,-2.999,3.500,2.477,1.602,0.801,7.144,50.006,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,-0.2400000000000002,1.8820000000000006,STOPPED,-0.04100000000000037,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d30aOffnra_06NP,0,78,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,30.000,4.004,11.892,0.000,50.006,33.384,-16.622,0.000,-0.600,-0.600,10.977,12.692,1.400,50.006,31.697,-18.309,0.000,-0.600,-0.600,7.016,13.493,0.900,42.834,29.995,-12.839,-3.499,-0.600,2.899,3.227,14.134,27.984,28.631,0.647,-6.500,-0.600,5.900,2.070,1.602,0.801,7.172,22.022,5,0,Thu Feb 26 16:12:54 2015,BOTH_PASSED,0.0,7.888,NOT_STOPPED,0.0,0.8000000000000007
FAILED,Unknown reason for impact,tc_AEBS_DEV_dtChar2_ev50rv0ra0d12aOffnra_26NP,0,92,0,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,12.000,4.004,5.205,2.080,50.006,39.038,-10.969,0.000,-2.600,-2.600,9.922,6.006,1.350,50.006,31.725,-18.281,0.000,-2.600,-2.600,6.586,6.807,0.450,42.834,24.356,-18.478,-3.499,-2.600,0.900,2.172,0.000,30.811,18.886,-11.925,-6.500,-2.599,3.900,0.000,1.602,0.801,7.172,19.195,5,0,Thu Feb 26 16:12:54 2015,BOTH_FAILED,0.0,1.2010000000000005,NOT_STOPPED,0.0,0.8010000000000002
