Result,Reason,Name,SID,TCID,SUCCESS,IMPACT,ParameterSet,ego_vx(t0),obst_vx(t0),rel_vx(t0),ego_ax(t0),obst_ax(t0),rel_ax(t0),dx(t0),time_of_acceleration_change,t(WP1),dt(WP1),ego_vx(WP1),obst_vx(WP1),rel_vx(WP1),ego_ax(WP1),obst_ax(WP1),rel_ax(WP1),dx(WP1),t(WP2),ttc(WP2),ego_vx(WP2),obst_vx(WP2),rel_vx(WP2),ego_ax(WP2),obst_ax(WP2),rel_ax(WP2),dx(WP2),t(EBP),ttc(EBP),ego_vx(EBP),obst_vx(EBP),rel_vx(EBP),ego_ax(EBP),obst_ax(EBP),rel_ax(EBP),dx(EBP),t(avoid),ego_vx(avoid),obst_vx(avoid),rel_vx(avoid),ego_ax(avoid),obst_ax(avoid),rel_ax(avoid),dx(avoid),t(EBP)-t(WP1),t(EBP)-t(WP2),v(WP1)-v(EBP),v(WP1)-v(avoid),Version_Major,Version_Minor,time_of_execution,coll_in_casc,t_warn_st_diff,t_warn_st_from_acc,obst_stopped_in_casc,t_part_st_diff,t_warn_dura
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d36aOffnra_14NP,0,310,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,36.000,4.004,8.568,1.120,50.006,27.563,-22.444,0.000,-1.400,-1.399,21.320,9.609,1.850,50.006,22.444,-27.563,0.000,-1.400,-1.399,13.984,10.410,1.150,42.891,18.478,-24.413,-3.499,-1.400,2.100,7.883,11.932,10.491,10.800,0.309,-6.498,-1.399,5.098,2.461,1.842,0.801,7.116,39.516,5,0,Thu Feb 26 16:13:00 2015,BOTH_PASSED,0.040000000000000924,4.564,NOT_STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d36aOffnra_3NP,0,311,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,36.000,4.004,6.166,2.400,50.006,27.225,-22.781,0.000,-3.000,-3.000,28.953,7.087,2.450,50.006,17.522,-32.484,0.000,-3.000,-3.000,21.805,7.888,1.500,42.877,9.014,-33.863,-3.499,-3.000,0.500,14.102,9.970,0.000,0.000,0.000,-6.499,-2.999,3.500,2.469,1.722,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.08000000000000007,2.162000000000001,STOPPED,0.0,0.9209999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d36aOffnra_06NP,0,312,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,36.000,4.004,12.853,0.000,50.006,31.359,-18.647,0.000,-0.600,-0.600,12.203,13.653,1.400,50.006,29.672,-20.334,0.000,-0.600,-0.600,7.797,14.454,0.850,42.834,27.970,-14.864,-3.499,-0.600,2.899,3.539,15.175,26.100,26.438,0.338,-6.500,-0.600,5.900,2.000,1.602,0.801,7.172,23.906,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,0.0,8.849,NOT_STOPPED,0.0,0.8000000000000007
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_26NP,0,326,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,5.806,2.080,50.006,33.553,-16.453,0.000,-2.600,-2.600,19.578,6.606,2.350,50.006,26.241,-23.766,0.000,-2.600,-2.600,15.031,7.407,1.400,42.848,18.886,-23.963,-3.499,-2.600,0.900,9.383,9.369,0.267,0.478,0.211,-6.499,-2.599,3.900,2.531,1.602,0.801,7.158,49.739,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.24099999999999966,1.8020000000000005,NOT_STOPPED,-0.040000000000000036,0.7999999999999998
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_12NP,0,327,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,7.848,0.960,50.006,33.806,-16.200,0.000,-1.200,-1.200,14.852,8.889,1.700,50.006,29.419,-20.588,0.000,-1.200,-1.200,9.430,9.689,1.050,42.891,26.016,-16.875,-3.499,-1.200,2.299,4.938,10.690,21.052,21.713,0.661,-6.499,-1.200,5.299,2.477,1.842,0.801,7.116,28.955,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,0.040000000000000036,3.8440000000000003,NOT_STOPPED,0.0,1.0409999999999995
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_1NP,0,328,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,8.969,0.000,50.006,32.569,-17.438,0.000,-1.000,-1.000,11.383,9.770,1.300,50.006,29.756,-20.250,0.000,-1.000,-1.000,7.117,10.570,0.600,42.834,26.916,-15.919,-3.499,-1.000,2.500,2.766,11.411,23.273,23.948,0.675,-6.500,-1.000,5.500,0.891,1.602,0.801,7.172,26.733,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,0.0,4.965,NOT_STOPPED,0.0,0.8010000000000002
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_16NP,0,329,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,7.007,1.280,50.006,33.131,-16.875,0.000,-1.600,-1.600,16.547,7.968,1.850,50.006,27.731,-22.275,0.000,-1.600,-1.600,11.219,8.769,1.150,42.891,23.203,-19.688,-3.499,-1.600,1.899,6.227,10.050,15.834,15.848,0.014,-6.494,-1.600,4.894,2.477,1.762,0.801,7.116,34.172,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.040000000000000036,3.003,NOT_STOPPED,0.0,0.9610000000000003
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_18NP,0,330,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,6.687,1.440,50.006,33.047,-16.959,0.000,-1.800,-1.799,17.297,7.607,1.950,50.006,27.225,-22.781,0.000,-1.800,-1.799,12.117,8.408,1.200,42.891,22.134,-20.756,-3.499,-1.800,1.700,6.945,9.890,11.939,12.572,0.633,-6.496,-1.799,4.697,2.477,1.722,0.801,7.116,38.067,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.0810000000000004,2.6830000000000007,NOT_STOPPED,0.0,0.9199999999999999
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_28NP,0,331,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,5.686,2.240,50.006,33.469,-16.538,0.000,-2.800,-2.799,19.852,6.486,2.300,50.006,25.594,-24.413,0.000,-2.800,-2.799,15.219,7.287,1.350,42.834,17.663,-25.172,-3.499,-2.800,0.700,9.375,9.169,0.000,0.000,0.000,-6.500,-2.799,3.701,2.469,1.602,0.801,7.172,50.006,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.32099999999999973,1.6820000000000004,STOPPED,-0.08000000000000007,0.7999999999999998
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_24NP,0,332,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,6.006,1.920,50.006,33.131,-16.875,0.000,-2.400,-2.399,18.992,6.807,2.250,50.006,26.381,-23.625,0.000,-2.400,-2.399,14.398,7.607,1.350,42.877,19.575,-23.302,-3.499,-2.400,1.100,8.852,9.489,3.023,3.403,0.380,-6.496,-2.399,4.097,2.477,1.602,0.801,7.130,46.983,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.20000000000000018,2.0020000000000007,NOT_STOPPED,0.0,0.8010000000000002
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_22NP,0,333,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,6.206,1.760,50.006,32.991,-17.016,0.000,-2.200,-2.200,18.453,7.047,2.150,50.006,26.494,-23.512,0.000,-2.200,-2.200,13.641,7.848,1.300,42.877,20.250,-22.627,-3.499,-2.200,1.300,8.188,9.569,6.553,6.764,0.211,-6.495,-2.199,4.296,2.477,1.642,0.801,7.130,43.453,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.16000000000000014,2.202000000000001,NOT_STOPPED,0.0,0.8409999999999993
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_2NP,0,334,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,6.406,1.600,50.006,33.131,-16.875,0.000,-2.000,-2.000,17.977,7.287,2.050,50.006,26.944,-23.063,0.000,-2.000,-2.000,12.992,8.088,1.300,42.891,21.262,-21.628,-3.499,-2.000,1.500,7.703,9.729,9.309,9.492,0.183,-6.486,-1.999,4.487,2.477,1.682,0.801,7.116,40.697,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.1200000000000001,2.402,NOT_STOPPED,0.0,0.8810000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_08NP,0,335,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,9.729,0.000,50.006,33.919,-16.088,0.000,-0.800,-0.799,10.516,10.530,1.300,50.006,31.669,-18.338,0.000,-0.800,-0.799,6.609,11.331,0.700,42.834,29.391,-13.444,-3.499,-0.800,2.700,2.750,12.012,27.042,27.464,0.422,-6.500,-0.799,5.700,1.438,1.602,0.801,7.172,22.964,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,0.0,5.725,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_14NP,0,336,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,7.367,1.120,50.006,33.469,-16.538,0.000,-1.400,-1.399,15.820,8.368,1.800,50.006,28.547,-21.459,0.000,-1.400,-1.399,10.438,9.169,1.100,42.891,24.567,-18.323,-3.499,-1.400,2.100,5.695,10.370,18.169,18.548,0.380,-6.426,-1.399,5.026,2.500,1.802,0.801,7.116,31.838,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,0.0,3.3630000000000004,NOT_STOPPED,0.0,1.0010000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_3NP,0,337,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,5.565,2.400,50.006,33.553,-16.453,0.000,-3.000,-3.000,20.164,6.366,2.300,50.006,25.116,-24.891,0.000,-3.000,-3.000,15.492,7.167,1.300,42.834,16.608,-26.227,-3.499,-3.000,0.500,9.492,9.049,0.000,0.000,0.000,-6.500,-2.999,3.501,1.906,1.602,0.801,7.172,50.006,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,-0.3600000000000003,1.5610000000000008,STOPPED,-0.15999999999999925,0.8009999999999993
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d24aOffnra_06NP,0,338,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,24.000,4.004,10.851,0.000,50.006,35.578,-14.428,0.000,-0.600,-0.600,9.484,11.651,1.350,50.006,33.891,-16.116,0.000,-0.600,-0.600,6.016,12.452,0.900,42.834,32.189,-10.645,-3.499,-0.600,2.899,2.695,13.013,30.178,30.980,0.802,-2.871,-0.600,2.271,1.883,1.602,0.801,7.172,19.828,5,0,Thu Feb 26 16:13:01 2015,BOTH_PASSED,0.0,6.847000000000001,NOT_STOPPED,0.0,0.7999999999999989
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_26NP,0,352,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,6.646,2.080,50.006,25.875,-24.131,0.000,-2.600,-2.600,28.875,7.607,2.350,50.006,17.100,-32.906,0.000,-2.600,-2.600,21.164,8.408,1.450,42.877,9.745,-33.131,-3.499,-2.600,0.900,13.484,10.450,0.000,0.000,0.000,-6.499,-2.599,3.899,2.469,1.762,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,-0.040000000000000036,2.6420000000000003,STOPPED,0.0,0.9610000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_12NP,0,353,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,9.369,0.960,50.006,27.394,-22.613,0.000,-1.200,-1.200,20.617,10.410,1.800,50.006,23.006,-27.000,0.000,-1.200,-1.200,13.336,11.211,1.150,42.891,19.589,-23.302,-3.499,-1.200,2.299,7.422,12.652,13.261,13.317,0.056,-6.482,-1.200,5.283,2.484,1.842,0.801,7.116,36.745,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.040000000000000924,5.365,NOT_STOPPED,0.0,1.0410000000000004
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_1NP,0,354,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,10.690,0.000,50.006,26.522,-23.484,0.000,-1.000,-1.000,15.555,11.491,1.400,50.006,23.709,-26.297,0.000,-1.000,-1.000,9.945,12.292,0.700,42.834,20.869,-21.966,-3.499,-1.000,2.500,4.258,13.453,16.045,16.762,0.717,-2.871,-1.000,1.871,0.734,1.602,0.801,7.172,33.961,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.0,6.686,NOT_STOPPED,0.0,0.8010000000000002
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_16NP,0,355,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,8.208,1.280,50.006,26.381,-23.625,0.000,-1.600,-1.600,23.781,9.249,2.000,50.006,20.531,-29.475,0.000,-1.600,-1.600,16.000,10.050,1.250,42.891,16.003,-26.887,-3.499,-1.600,1.899,9.398,11.812,5.934,5.948,0.014,-6.493,-1.600,4.894,2.477,1.842,0.801,7.116,44.072,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.03999999999999915,4.204000000000001,NOT_STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_18NP,0,356,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,7.808,1.440,50.006,25.959,-24.047,0.000,-1.800,-1.799,24.914,8.809,2.100,50.006,19.631,-30.375,0.000,-1.800,-1.799,17.250,9.609,1.300,42.877,14.527,-28.350,-3.499,-1.800,1.700,10.391,11.531,1.997,2.081,0.084,-6.493,-1.799,4.693,2.469,1.802,0.801,7.130,48.009,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.0,3.8040000000000003,NOT_STOPPED,0.0,1.0009999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_28NP,0,357,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,6.446,2.240,50.006,25.988,-24.019,0.000,-2.800,-2.799,29.609,7.407,2.400,50.006,16.538,-33.469,0.000,-2.800,-2.799,21.836,8.208,1.500,42.877,8.606,-34.270,-3.499,-2.800,0.700,13.984,10.290,0.000,0.000,0.000,-6.499,-2.799,3.700,2.477,1.762,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,-0.040000000000000036,2.442,STOPPED,0.0,0.9610000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_24NP,0,358,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,6.887,1.920,50.006,25.706,-24.300,0.000,-2.400,-2.399,27.977,7.848,2.300,50.006,17.606,-32.400,0.000,-2.400,-2.399,20.313,8.648,1.450,42.877,10.800,-32.077,-3.499,-2.400,1.100,12.820,10.690,0.000,0.000,0.000,-6.499,-2.399,4.100,2.469,1.762,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,-0.07999999999999918,2.883,STOPPED,0.0,0.9610000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_22NP,0,359,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,7.127,1.760,50.006,25.875,-24.131,0.000,-2.200,-2.200,27.219,8.088,2.300,50.006,18.450,-31.556,0.000,-2.200,-2.200,19.695,8.889,1.450,42.891,12.220,-30.670,-3.499,-2.200,1.300,12.445,10.971,0.000,0.000,0.000,-6.498,-2.199,4.299,2.477,1.762,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,-0.040000000000000036,3.123,STOPPED,0.0,0.9609999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_2NP,0,360,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,7.447,1.600,50.006,25.819,-24.188,0.000,-2.000,-2.000,26.039,8.408,2.200,50.006,19.069,-30.938,0.000,-2.000,-2.000,18.578,9.209,1.400,42.877,13.388,-29.489,-3.499,-2.000,1.500,11.531,11.251,0.000,0.000,0.000,-6.497,-1.999,4.498,2.516,1.762,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,-0.040000000000000036,3.4430000000000005,STOPPED,0.0,0.9609999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_08NP,0,361,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,11.691,0.000,50.006,28.406,-21.600,0.000,-0.800,-0.799,14.172,12.492,1.400,50.006,26.156,-23.850,0.000,-0.800,-0.799,9.047,13.293,0.750,42.834,23.878,-18.956,-3.499,-0.800,2.700,3.945,14.254,20.447,21.164,0.717,-6.500,-0.799,5.700,1.398,1.602,0.801,7.172,29.559,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.0,7.687000000000001,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_14NP,0,362,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,8.729,1.120,50.006,26.775,-23.231,0.000,-1.400,-1.399,22.289,9.770,1.900,50.006,21.656,-28.350,0.000,-1.400,-1.399,14.727,10.570,1.200,42.891,17.691,-25.200,-3.499,-1.400,2.100,8.445,12.212,8.817,9.408,0.591,-6.491,-1.399,5.091,2.492,1.842,0.801,7.116,41.189,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.040000000000000924,4.725,NOT_STOPPED,0.0,1.0410000000000004
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_3NP,0,363,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,6.246,2.400,50.006,26.381,-23.625,0.000,-3.000,-3.000,30.430,7.247,2.400,50.006,15.834,-34.172,0.000,-3.000,-3.000,22.305,8.048,1.450,42.877,7.327,-35.550,-3.499,-3.000,0.500,14.227,10.090,0.000,0.000,0.000,-6.499,-2.999,3.500,2.469,1.802,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.0,2.242000000000001,STOPPED,0.0,1.0009999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d38aOffnra_06NP,0,364,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,38.000,4.004,13.133,0.000,50.006,30.769,-19.238,0.000,-0.600,-0.600,12.703,13.974,1.400,50.006,28.997,-21.009,0.000,-0.600,-0.600,7.922,14.774,0.800,42.834,27.295,-15.539,-3.499,-0.600,2.899,3.516,15.535,25.158,25.678,0.520,-6.500,-0.600,5.900,1.836,1.642,0.801,7.172,24.848,5,0,Thu Feb 26 16:13:02 2015,BOTH_PASSED,0.0,9.129,NOT_STOPPED,0.0,0.8410000000000011
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_26NP,0,378,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,6.406,2.080,50.006,28.069,-21.938,0.000,-2.600,-2.600,26.445,7.327,2.400,50.006,19.659,-30.347,0.000,-2.600,-2.600,19.664,8.128,1.500,42.863,12.291,-30.572,-3.499,-2.600,0.900,12.563,10.170,0.000,0.000,0.000,-6.499,-2.599,3.899,2.469,1.722,0.801,7.144,50.006,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,-0.1200000000000001,2.402,STOPPED,0.0,0.9210000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_12NP,0,379,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,8.969,0.960,50.006,29.081,-20.925,0.000,-1.200,-1.200,19.078,10.010,1.750,50.006,24.694,-25.313,0.000,-1.200,-1.200,12.289,10.811,1.100,42.891,21.277,-21.614,-3.499,-1.200,2.299,6.734,12.172,14.920,15.398,0.478,-6.482,-1.200,5.282,2.484,1.842,0.801,7.116,35.086,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,0.040000000000000924,4.965,NOT_STOPPED,0.0,1.0410000000000004
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_1NP,0,380,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,10.250,0.000,50.006,28.069,-21.938,0.000,-1.000,-1.000,14.375,11.051,1.350,50.006,25.256,-24.750,0.000,-1.000,-1.000,9.109,11.852,0.650,42.834,22.416,-20.419,-3.499,-1.000,2.500,3.742,12.933,17.930,18.591,0.661,-2.871,-1.000,1.871,0.695,1.602,0.801,7.172,32.077,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,0.0,6.246,NOT_STOPPED,0.0,0.8010000000000002
PASSED,Impact after successful cascade,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_16NP,0,381,1,1,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,7.888,1.280,50.006,28.181,-21.825,0.000,-1.600,-1.600,21.836,8.929,1.950,50.006,22.331,-27.675,0.000,-1.600,-1.600,14.570,9.729,1.200,42.877,17.789,-25.088,-3.499,-1.600,1.899,8.375,11.371,8.016,8.409,0.394,-2.869,-1.600,1.270,2.477,1.842,0.801,7.130,41.991,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,0.040000000000000036,3.8840000000000003,NOT_STOPPED,0.0,1.0410000000000004
PASSED,End of cascade too late,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_18NP,0,382,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,7.487,1.440,50.006,27.984,-22.022,0.000,-1.800,-1.799,22.992,8.488,2.050,50.006,21.656,-28.350,0.000,-1.800,-1.799,15.891,9.289,1.300,42.891,16.566,-26.325,-3.499,-1.800,1.700,9.484,11.131,4.148,4.641,0.492,-6.497,-1.799,4.698,2.484,1.802,0.801,7.116,45.858,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,0.0,3.4830000000000005,NOT_STOPPED,0.0,1.0009999999999994
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_28NP,0,383,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,6.246,2.240,50.006,27.956,-22.050,0.000,-2.800,-2.799,26.906,7.127,2.450,50.006,19.294,-30.713,0.000,-2.800,-2.799,20.367,7.928,1.500,42.877,11.377,-31.500,-3.499,-2.800,0.700,13.117,9.970,0.000,0.000,0.000,-6.499,-2.799,3.700,2.477,1.682,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,-0.1200000000000001,2.242000000000001,STOPPED,0.0,0.8809999999999993
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_24NP,0,384,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,6.646,1.920,50.006,27.731,-22.275,0.000,-2.400,-2.399,25.547,7.527,2.350,50.006,20.306,-29.700,0.000,-2.400,-2.399,19.102,8.328,1.500,42.891,13.514,-29.377,-3.499,-2.400,1.100,12.203,10.410,0.000,0.000,0.000,-6.495,-2.399,4.096,2.477,1.682,0.801,7.116,50.006,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,-0.1200000000000001,2.6420000000000003,STOPPED,0.0,0.8810000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_22NP,0,385,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,6.887,1.760,50.006,27.731,-22.275,0.000,-2.200,-2.200,24.789,7.808,2.250,50.006,20.616,-29.391,0.000,-2.200,-2.200,18.094,8.608,1.450,42.877,14.372,-28.505,-3.499,-2.200,1.300,11.328,10.650,0.000,0.000,0.000,-6.495,-2.199,4.296,2.500,1.722,0.801,7.130,50.006,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,-0.07999999999999918,2.883,STOPPED,0.0,0.9210000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_2NP,0,386,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,7.167,1.600,50.006,27.788,-22.219,0.000,-2.000,-2.000,23.875,8.128,2.150,50.006,21.038,-28.969,0.000,-2.000,-2.000,16.938,8.929,1.350,42.877,15.356,-27.520,-3.499,-2.000,1.500,10.320,10.891,1.083,1.308,0.225,-6.497,-1.999,4.498,2.484,1.762,0.801,7.130,48.923,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,-0.040000000000000036,3.1630000000000003,NOT_STOPPED,0.0,0.9610000000000003
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_08NP,0,387,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,11.171,0.000,50.006,29.869,-20.137,0.000,-0.800,-0.799,13.242,11.972,1.400,50.006,27.619,-22.387,0.000,-0.800,-0.799,8.438,12.772,0.750,42.834,25.341,-17.494,-3.499,-0.800,2.700,3.680,13.653,22.331,22.852,0.520,-6.500,-0.799,5.700,1.500,1.602,0.801,7.172,27.675,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,0.0,7.167,NOT_STOPPED,0.0,0.8010000000000002
PASSED,-,tc_AEBS_DEV_dtChar2_ev50rv0ra0d34aOffnra_14NP,0,388,1,0,DEVELOPER.DPV,50.000,50.000,0.000,0.000,0.000,0.000,34.000,4.004,8.368,1.120,50.006,28.547,-21.459,0.000,-1.400,-1.399,20.555,9.409,1.850,50.006,23.428,-26.578,0.000,-1.400,-1.399,13.508,10.210,1.150,42.891,19.463,-23.428,-3.499,-1.400,2.100,7.617,11.731,11.236,11.827,0.591,-6.491,-1.399,5.091,2.492,1.842,0.801,7.116,38.770,5,0,Thu Feb 26 16:13:03 2015,BOTH_PASSED,0.03999999999999915,4.364000000000001,NOT_STOPPED,0.0,1.0410000000000004
